"cluster","x","grp","y"
"4",-1.85541640922156,"b",0.270802403798619
"4",2.01540704862181,"a",4.19605355114672
"5",0.319838046306924,"b",0.582536707244922
"5",-0.755153677013692,"a",0.12711917608992
"5",-0.0417950487517304,"b",0.339096070205054
"5",0.55882290430771,"a",0.701673087744104
"5",1.71497150477952,"a",0.997804440843689
"5",-0.580875408329384,"b",0.504962057188313
"5",0.854434151397042,"a",0.424850490443373
"5",-1.19630439789651,"b",0.314648635589155
"5",-0.549106195005122,"b",0.0422607082089836
"5",-0.0940123267129393,"a",0.956727961890015
"5",-0.90951419664535,"a",0.600960802822635
"5",1.46654688561033,"a",1.08945448180181
"6",1.92412479580404,"a",4.36325701835004
"6",-0.0923233310359709,"a",1.4176101907044
"6",0.348218212981926,"b",7.45610417594361
"6",-0.811375614053169,"a",0.519132284820402
"6",0.00133718011086981,"b",4.9410370394821
"6",0.842307331910768,"a",2.87368027158706
"6",0.385467184500204,"b",2.6365867426771
"6",-1.63844381914595,"b",0.941319632737807
"6",0.200017723326383,"b",2.26143872556344
"6",-1.48137812769687,"b",3.15420878585299
"6",0.987357960186799,"a",5.00591246059598
"6",0.79329715497379,"b",3.56873413334643
"7",0.671754012399562,"b",2.36716170326555
"7",0.194888081582604,"b",3.51375952107868
"7",-0.039794814666526,"a",0.699606621876715
"7",-0.462299868557004,"a",1.42680317715334
"7",0.335270273535526,"a",7.70028453873094
"7",1.74875547046422,"b",3.67978619380741
"7",0.539498479892719,"a",2.55414580983205
"7",0.773386527444925,"b",1.09734453020739
"7",1.22812250585706,"b",6.07832033926695
"7",-2.24866092718712,"b",0.282986500126649
"7",-0.68094956121789,"a",0.252622639581304
"7",1.44849829496016,"b",1.89589936849675
"8",-0.909655896507865,"a",0.281834162308986
"8",0.134264551207129,"a",0.45433636252274
"8",-1.30086960258696,"a",0.135182501759231
"8",-0.837961180455997,"a",0.684348987678819
"8",-1.18670826024631,"a",0.468052352193703
"8",-0.987214110161622,"b",2.24889381753462
"8",0.409269674860628,"a",1.76743194407735
"8",-0.922027277662055,"b",1.46517069166799
"8",-1.4396499335542,"a",0.238207519449638
"8",1.2822178490463,"b",1.42745751199748
"8",-0.703900930835917,"a",0.699746089007407
"8",0.649616688097705,"a",0.36796355634458
"9",-0.968078649045584,"b",3.96706001286579
"9",-1.05896607582246,"a",0.595048610147877
"9",-0.686846549768638,"b",1.40700275722998
"9",-0.344399403372918,"a",4.34068977637964
"9",-0.580143465398182,"a",3.23361355793859
"9",-1.76873818781382,"a",0.323603589775285
"9",0.327292270785323,"a",3.03648507998932
"9",1.66185942506711,"a",9.22640086770766
"9",0.863416256507696,"b",2.43541712451752
"9",-0.193071537571491,"a",6.34012684942962
"9",0.930531999326706,"b",1.94961599171158
"9",0.628879564961648,"b",2.22599038159237
"10",-1.08536637404381,"a",0.261768970035439
"10",0.838869054152405,"b",0.526463907614
"10",-1.16862621290809,"a",0.259200252606311
"10",-0.318581410012423,"b",0.216613001529583
"10",-0.712494549738468,"b",0.0917130380837034
"10",1.19788296647454,"a",0.110737376208953
"10",-1.01334329641896,"a",0.382731163019191
"10",1.60501812333284,"b",1.42441297031728
"10",-2.52580769416736,"b",0.186632227786631
"10",-1.11141779484697,"b",0.107033117626133
"10",-0.0438352637339001,"b",0.774607033528229
"10",0.0943522649323591,"b",0.560969349177024
"11",-0.734568970525196,"a",0.188838920087209
"11",-0.0973260814553775,"a",2.53986120404109
"11",-0.533062023588961,"b",1.78265308605605
"11",0.503274081862241,"b",0.846052430806785
"11",0.965996498224262,"b",5.0424501516992
"11",-1.02080763462234,"a",0.550709109509696
"11",0.513631492024806,"b",3.837013003658
"11",-0.433337119568844,"b",2.20196471949521
"11",2.12128040958557,"b",5.3827025220382
"11",-0.972174158671363,"a",0.302944452568711
"11",-0.210078658411475,"a",1.02557442514581
"11",-0.0388303766654151,"b",0.835608776724338
"12",-1.2059191937365,"b",0.790732274529752
"12",-0.455392273728165,"a",0.193215965902414
"12",0.207531324837152,"a",1.63930148781026
"12",1.11024041293658,"a",0.298103620870478
"12",-0.431300936872998,"a",1.74944463910841
"12",0.467042664481117,"a",0.883514794580634
"12",-0.23633297911291,"a",0.506263008915597
"12",0.0499488490963563,"b",1.70349292567607
"12",0.0927076460024343,"b",0.788738701588818
"12",0.0947881347327403,"b",4.35809280736304
"12",0.553162691904667,"a",1.89978681867448
"12",-1.28474530277475,"a",0.769771905173731
"13",0.690633602265485,"b",2.60434314055688
"13",1.9548223447702,"a",11.6716358506094
"13",0.920305028548455,"b",2.52933825163557
"13",-1.56905959400362,"b",1.16464334453955
"13",0.186509962812021,"b",0.577201405947788
"13",-1.22967545430202,"b",0.372026609204182
"13",0.154274310489119,"b",0.257696534887832
"13",-2.09491069032714,"b",0.338369724106151
"13",0.977847550229363,"a",0.269797469895622
"13",-0.967887977555318,"a",0.899205763434357
"13",2.09845930980896,"b",20.0850613726386
"13",2.21916070920348,"a",3.15682970482951
"14",0.0722783417296718,"b",1.29864273717092
"14",0.118817049122968,"b",3.22087439915629
"14",1.14574076678675,"a",3.83147317094067
"14",-0.274061652004027,"b",1.35159241282342
"14",-0.668778936189735,"a",1.51147304241131
"14",-0.777381016939534,"b",1.79456320423904
"14",0.272681696123056,"b",1.58697981629324
"14",-0.685000939866508,"a",1.7397006574138
"14",0.680407768892421,"a",0.891663801976587
"14",-0.159563697453715,"a",1.37924246724674
"14",0.233859993819247,"a",2.04404128376116
"14",-0.0571396282611494,"a",0.500450182153603
"15",-0.36125847307684,"a",0.525686284754746
"15",1.78958036242842,"b",0.384108026541279
"15",-1.33139480797428,"a",0.101487630996056
"15",-0.219589224385535,"b",0.230467873021508
"15",-1.41187059816485,"a",0.52952204154221
"15",-0.658198891233017,"a",0.193855204902238
"15",-0.696505781524492,"a",0.766464509620678
"15",-0.129924600507766,"b",0.79462850982154
"15",0.526307493104944,"a",0.414761095495304
"15",-0.0439070424505334,"b",0.200569621969961
"15",0.827263719579844,"b",0.181988904356771
"15",0.353388349580168,"b",1.72587960916153
"16",-0.150414696394337,"b",4.99138674967286
"16",1.74488611464415,"b",27.0418041446007
"16",1.07489688411623,"a",6.52494420168833
"16",0.175402143775003,"a",0.965825006991845
"16",-0.627009316691286,"a",2.86922996452585
"16",0.220201352451452,"a",2.11523286211832
"16",1.15897332766322,"b",1.62076216997614
"16",-0.572623557904693,"b",0.419822599049917
"16",0.96734929324277,"b",6.68854245508912
"16",-1.61856566264516,"b",0.3129818464656
"16",-1.1621960430713,"a",0.654084221231226
"16",0.255293778809889,"b",2.33103777910896
"17",0.389562006471882,"b",1.24001498657633
"17",-0.178970961479152,"a",1.55285961284721
"17",0.010640384967764,"a",0.855053721505444
"17",2.21024583549293,"a",2.93409283582119
"17",0.952987380195219,"a",1.34719277450248
"17",2.49403705471386,"a",3.06309588809571
"17",-1.14246459770365,"b",0.116836755076188
"17",1.66052823115347,"b",10.2540162721966
"17",1.12194113374986,"a",3.84235217372506
"17",-2.25012943099084,"b",0.496653795498595
"17",-1.23907172435385,"b",0.605365866277108
"17",0.543436532276745,"a",1.49795640941959
"18",0.536033692884898,"a",0.842108039062016
"18",-0.770771127545266,"a",0.252388541317533
"18",0.436804468638257,"a",1.41408031026454
"18",0.600680431862429,"a",1.13687613965438
"18",-0.587026909569003,"b",2.29804753269377
"18",0.942792628529139,"b",1.41973747758843
"18",-0.823096422546654,"a",0.372291048732762
"18",0.485965469697245,"a",1.55794316865644
"18",-0.47821235371846,"b",0.917868605543223
"18",0.85527306555658,"a",0.276990098525449
"18",-0.437769992864355,"b",2.01094936601865
"18",-0.0384942708505262,"a",2.13846622094539
"19",0.997846380179685,"a",0.796023285811945
"19",0.947142020751146,"b",2.96553363868481
"19",1.88793413337212,"a",8.90573971849713
"19",0.450666627258368,"a",1.24905308296764
"19",-0.372174427395204,"b",0.866899694752971
"19",-0.785553221325559,"a",2.13639593194205
"19",-0.177531513091506,"a",1.32473675092398
"19",0.315338231223294,"a",3.10160168876315
"19",1.72297685463312,"a",4.95826253281539
"19",-0.355084942753354,"a",1.85614368046155
"19",-0.602072800203595,"b",2.5250934662999
"19",1.33057971903605,"a",2.5484193439875
"20",-0.606995234612833,"b",2.96805023999272
"20",0.59235439000517,"b",1.90891487899313
"20",-1.0175812520208,"b",10.0989945383669
"20",0.723062464316,"a",1.58394153826478
"20",-3.00717568436488,"a",1.33382943724289
"20",0.886909024221204,"a",1.74225422218199
"20",-1.07701598846107,"a",0.379675199769655
"20",0.636039864688928,"a",2.50458941249144
"20",-1.04411031581758,"a",0.658683307970714
"20",-0.212791274788959,"b",5.1415932855025
"20",1.99860536966945,"a",3.56855773119677
"20",1.68372275142753,"b",12.275108637461
"21",-0.118002345974246,"a",0.424336672967841
"21",-0.755796601388162,"a",0.284599916690591
"21",0.580658474763475,"a",1.07289067375598
"21",0.0932790705083469,"a",0.127727920700694
"21",0.790691454078436,"a",0.483675451141415
"21",0.0665021573332019,"b",1.61734108402801
"21",1.00350526652067,"a",1.44745947031236
"21",0.127734562272416,"b",2.0278934060758
"21",1.34401055986585,"b",8.25130315897064
"21",-0.303910459774781,"b",1.13193323569375
"21",2.54647309548213,"a",3.12709907278909
"21",-1.58162630710967,"b",0.366013556504198
"22",0.199014583885734,"a",1.9792796519054
"22",0.738242722079021,"a",3.95052818663896
"22",-1.00516268468445,"a",0.361611122276983
"22",0.259188774267147,"b",2.24553157078539
"22",0.519769762460143,"b",1.49063595588729
"22",0.789701372281211,"a",0.414373137669458
"22",1.56175519327337,"a",2.94292957986053
"22",-0.691096758861132,"a",2.53800687748357
"22",-0.766958784584528,"a",0.171199848008845
"22",0.740413778047699,"b",2.72964318742222
"22",0.57568590528001,"a",0.805109939295266
"22",-2.16926751211765,"a",0.510168686914649
"23",0.257696802097512,"a",0.545202031336937
"23",-0.382662562246576,"a",0.17566430035095
"23",-0.28636683275855,"a",0.60825757882307
"23",0.682467347692515,"a",2.791779705498
"23",1.43854518966656,"a",2.70610569826046
"23",0.0410982278997622,"b",2.44697841400113
"23",-1.50579415580442,"a",0.198252375404602
"23",0.572362998332447,"b",4.19618788923883
"23",-1.16600926679119,"a",0.468537877694125
"23",1.39737813956317,"a",1.25620791426603
"23",-0.701539277561293,"a",0.789417048727293
"23",-0.691705268430606,"b",2.76231929185465
"24",-1.20482832449922,"b",2.53514854340159
"24",-0.292017528693652,"a",0.79525342302438
"24",1.71342776967427,"a",2.50577064493847
"24",-0.397410203700044,"a",2.12853527348056
"24",0.207283305029853,"b",1.73658228339977
"24",1.77489386650993,"b",19.8480326797322
"24",-0.491672228743349,"a",0.0805198294272267
"24",0.567599019544376,"a",2.85985059779752
"24",0.372963300665636,"b",4.78528788390796
"24",-0.377113736721813,"a",0.686198074686637
"24",0.31617074761432,"b",5.75636822081362
"24",-0.967313831115332,"a",2.65511316909386
